,bb,K,H,algae_crustose_coralline,algae_fleshy_brown,algae_fleshy_green,algae_fleshy_red,algae_turf,coral_blue,coral_brown,mud,octocoral,sand,seagrass
0,0.25694776547049625,0.4195738657786306,3.220144799587731,0.25008785190933125,0.019998480279847568,0.005458711328777922,0.08925706859234094,0.236506601090487,0.1854884237049517,0.0,0.0002118918428719315,0.0020171630289680317,0.1949660315732442,0.04282315931930906
1,0.15660492289595523,0.2196552695080883,3.09051835747629,0.16052253617670004,0.016910102099271223,0.0212065216276611,0.049583399496429814,0.15071832833616408,0.2539577914519962,0.0,0.0,0.0012348588474725714,0.24623463607710452,0.06475498546590829
2,0.2610130157775007,0.4210275846769449,3.2970228778856088,0.2799942534153161,0.04961885739584562,0.012180100153380361,0.07243418209996322,0.24090980918261737,0.24331244182602155,0.0014244098585459804,0.0008298011421213196,0.05436082645148467,0.1366851191901066,0.05233891841349695
3,0.2781202994019197,0.43290798417257936,3.3152302842574026,0.2436531102208974,0.038339329846229425,0.05127782214054979,0.07693700334308559,0.23694423956625826,0.25080473086496513,0.016463783815947243,0.0038117547899331242,0.06927025696022744,0.16443345315114066,0.010938336047476547
4,0.18268651082805193,0.2229655300506454,3.078603083993822,0.2082032636961084,0.02069953102909358,0.11544053329203868,0.04358919231678655,0.1669437691330955,0.1952512808172981,0.00329716608341939,0.0,0.018244072813594223,0.23023068283617854,0.010470390560098821
5,0.19615615845538298,0.2711010279321034,3.018234381368141,0.22126452056927812,0.032708375870906505,0.08447300844501109,0.0695924162105976,0.21078645643982527,0.24844034640152735,2.5809846647282125e-05,0.0031592011846741557,0.0016943231411845662,0.19693975143021558,0.04882370502775097
6,0.2611714122831793,0.3935239216365713,3.2209474792926946,0.2667199328765727,0.045487134559270344,0.05179541177358854,0.08719290605322487,0.2603877818537129,0.21606778120700898,0.0,0.024717689742488197,0.056070895310662436,0.15255269370851504,0.0
7,0.25824686281442094,0.37829519063482125,3.3446483951718635,0.31862356787105267,0.06707749393913486,0.02979135326772796,0.10107543543614074,0.30465849812753976,0.2326861007189441,4.306095264783583e-06,2.2391046152404523e-07,0.07413588144272787,0.09546186305420507,0.024321329186827164
8,0.2545240424969278,0.4197888220217236,3.276914905266539,0.2537563719149671,0.06064939370043474,0.04717452959120303,0.06910797112624181,0.18673492869402278,0.18250451628635642,0.005670860411047488,0.0,0.025159838701493745,0.212296161069389,0.05175584137912018
9,0.25828554943929066,0.2714070734485558,2.6476919781461863,0.2967872569278066,0.00501206902921724,0.06313409302164506,0.08779965078732851,0.2914634882722981,0.1734254096980972,0.019088001434820267,0.0,0.000218612927873428,0.08738196490302723,0.06992601274995501
10,0.23860397487917137,0.2468609125984064,2.5537935103649345,0.2674810455987509,0.03396585836673076,0.06468722726700457,0.08357748679266339,0.24438969631378166,0.14857927510986182,0.0,0.0,0.0006902066169859204,0.13486446272547886,0.11479131037121641
11,0.28886469401243836,0.3088056545678241,2.766537871925021,0.32529740507959454,0.010957168895168413,0.055141528209490774,0.08166275825368328,0.3071884933342301,0.21528079549418203,0.013291193858760715,0.00037365730779803663,0.07457294741481758,0.024533765382034882,0.10086889721183737
12,0.23264719097551953,0.1589696860619112,2.7180598642542786,0.3048845620355905,0.004347240651479122,0.12568373585807804,0.08191140824375578,0.21246773878176994,0.24128479483901324,1.533802977567052e-07,0.0033285791807695793,0.07499879731616126,0.06610662146060382,0.007716491258390652
13,0.302816446750963,0.3353096643676136,2.811443605174868,0.325312287463404,0.0029535815827354123,0.05755866760398206,0.09650675633554265,0.2959018871670321,0.24956679208315016,0.031418075413589035,0.0,0.06653533952546015,0.0029914092047334923,0.09012495150001688
14,0.2912834974035499,0.3997539448998112,2.54866689844794,0.2690997283451334,0.033385062313081026,0.10502088184075928,0.08342106541636936,0.2554917835164595,0.18766168605749273,0.006397049186511767,5.130127624658661e-05,0.004796751032050722,0.10812732423445531,0.04740362357852246
15,0.28195803509630424,0.30650357078084056,2.742654303480416,0.2903624165630171,0.02653736182888763,0.056596983188082865,0.08432735190874661,0.27672686161721943,0.23480927522525505,0.0077794633761804465,0.0,0.07751612007390501,0.046001398602513954,0.0900035155884356
16,0.24208235115112808,0.21303732264027966,2.483990428353657,0.25720504326184285,0.006643727760914686,0.12943357848736756,0.09142414045117979,0.19391469830162888,0.1879749800319355,0.0011313870177495384,0.00569882293133518,0.03859804877090296,0.12392192538175788,0.05050982006809324
17,0.29008912577666224,0.3406084471524308,2.943158136445829,0.3567814671015332,0.04063499960633919,0.03942625051039412,0.11154429451200933,0.32991855833086237,0.23707458281777244,0.006392146430060263,0.0,0.05975398947879958,0.0,0.0661685741825185
18,0.16130840284757378,0.1716215827602783,4.6917499179933975,0.3676024166464707,0.09699685165085006,0.0,0.10393524920832779,0.3214210042560999,0.3591726839213079,0.03696494944494017,0.0,0.06783723488665001,0.05281884960167045,0.0
19,0.1567440387888434,0.2055886406385557,4.996019911784253,0.3871753005855053,0.01074231862077076,5.608172419222889e-07,0.1276805314750025,0.3131527751686965,0.43489963068857157,0.03112288540682504,4.644456779156429e-05,0.1093059674738942,0.07208459038584084,1.0711593771575968e-06
20,0.13001544208926694,0.19521715957937893,5.069900532863519,0.3340371264996183,0.02548336079964434,0.0,0.09613286970408293,0.279594742615878,0.3657125342716269,0.012716157648419097,0.0,0.057998170912953805,0.13892587606055282,0.0
21,0.16130840284757378,0.1716215827602783,4.6917499179933975,0.3676024166464707,0.09699685165085006,0.0,0.10393524920832779,0.3214210042560999,0.3591726839213079,0.03696494944494017,0.0,0.06783723488665001,0.05281884960167045,0.0
22,0.10832276237275437,0.0996550710995389,0.42057900015518423,0.0036267545335586424,0.00491142301888877,0.1029366329265618,0.0,0.007736027600606562,0.0,0.0026271998866833706,0.0,0.0015572276220094515,0.22414950434458805,0.10402094285932383
23,0.15342928902338035,0.24151262758116915,4.866373382393015,0.35384911675022834,0.06464273262797435,0.0,0.11109707091969691,0.2912673062802401,0.3601963277427727,0.023141494719151355,0.0,0.06124393917741149,0.11241215382762368,0.0
24,0.1737725841480721,0.25462586281743815,4.475447015540127,0.37490869943821004,0.0718392954367193,0.0,0.11552100392199659,0.2902842586269678,0.28794985120424277,0.0,0.0,0.05311234487007587,0.13430929723018833,0.0
25,0.18770705876525093,0.2982285498769045,4.3644672007049365,0.3359927365148151,0.07894781951393105,0.0,0.11344506606358083,0.30855192967375783,0.3122103905424866,0.00011531003955120337,0.0011067174673512344,0.05587572738168437,0.13108471368535693,0.0
26,0.1813907731033692,0.30103079624496226,4.212633310420994,0.3012458544545458,0.02170544086680737,0.0,0.10488344331796319,0.23025783152648255,0.1980129752851291,0.001724205685937302,0.0,0.03599859937154054,0.2289909849503809,0.0
27,0.2212768095032044,0.36941097496931397,3.9871243351626724,0.27354132816606386,0.11640550223216281,0.01225077219755965,0.14313615364492685,0.18408886633859298,0.288933761874292,0.0,0.05898448722693078,0.07781964213595687,0.1600824596004864,0.04708523764328334
28,0.19958825574555372,0.33159942526849734,4.1256385934957365,0.30334886386581716,0.03380847216628107,0.005607564352245209,0.08471809271545312,0.2770873964658628,0.28934413772334094,0.0,0.0,0.07919301566228977,0.1399066705138881,0.015435406954014172
29,0.17407574955675234,0.2743511174897136,3.7045795882211077,0.20609808777307195,0.03463476458143376,0.011535946037385085,0.0649415661804297,0.1979664059722493,0.2608234360036872,0.00403276340325204,0.0070549769085410784,0.03247819513011615,0.23137258037109618,0.003829251499030961
30,0.10336845460853929,0.21011510435286443,3.885895954699972,0.13051914723580507,0.011448371132216346,0.0,0.036182065329795766,0.12461459665288506,0.169932893426052,0.0,0.0,0.0013959826028964075,0.308310526786655,0.0
31,0.2212768095032044,0.36941097496931397,3.9871243351626724,0.27354132816606386,0.11640550223216281,0.01225077219755965,0.14313615364492685,0.18408886633859298,0.288933761874292,0.0,0.05898448722693078,0.07781964213595687,0.1600824596004864,0.04708523764328334
32,0.16482567586077637,0.2864421182537025,3.8998394127933462,0.16848306980514374,0.027861433268200824,0.0006481604659587994,0.06201163492583634,0.16704305153940285,0.26005558045003063,0.003358497704329029,0.0,0.04047146714824263,0.23470060652558603,0.004603404672560789
33,0.2038379477818171,0.3377577658861919,4.074176596445285,0.34670621264441953,0.055939466069225424,0.0,0.10935202794825687,0.2767843738195023,0.2517276853573875,0.011191341804989215,0.0,0.029836120034275295,0.1635023931696973,0.005894506403468224
34,0.14264426427837487,0.2083601416519931,3.6460121091834377,0.17781081234982304,0.00023568200543917436,0.0,0.05040795980967093,0.16667354072062326,0.2378696351593809,0.0,0.0,0.0032782950463814196,0.25704553297760563,0.03364830700607121
35,0.07693161279391957,0.09415194568045092,5.064638879567856,0.18803673555245556,0.04136779225248399,0.004169216123202741,0.057490773567129824,0.12521660161735138,0.11258843099802014,0.00839660190057956,0.0,0.002477802462153924,0.17392119596755481,0.0
36,0.07492887538471867,0.13094333105737505,5.005470616279172,0.13224364049774995,0.03043763275668643,0.004821084576039013,0.045985322970698655,0.1277191417253691,0.17185409763891007,0.014188976388155637,0.0,0.04632643778109435,0.27760816678949496,0.01568383604287428
37,0.13451368799045632,0.11858970524974495,5.027104078978747,0.4056555250381304,0.08952580071815207,0.0,0.1580741645590904,0.33207259255511357,0.35542910194970395,0.03282791938428498,0.0,0.05982678167712913,0.023499558082186723,0.0
38,0.08748879737264206,0.1450120852587051,5.568086873300675,0.3279041454525981,0.008452094646323976,0.0,0.10252138516134951,0.2564341713405102,0.29786063277233865,0.0,0.0,9.36470117416604e-06,0.18099772931541577,0.0
39,0.13009024467314842,0.14635310244330585,4.971007079267219,0.4061100059244734,0.02233635217525239,0.0,0.17661912709139255,0.2637504534785953,0.3441565200492084,0.03157341571117494,0.0,0.08704358216465226,0.1119637960305655,0.0
40,0.16083488429972911,0.1919222397959786,4.758470129640079,0.3630186039598951,0.08612093195779144,0.0,0.12396278629534614,0.28477168409261644,0.3759226473802354,0.08748547015896994,0.0,0.11394320749312942,0.05114579914069985,0.0
41,0.10876172420852047,0.09963767020410742,0.4415891035034716,0.003972705421266859,0.005540436733187469,0.10975120943649437,0.0,0.008572888760811359,0.0,0.003032259884303592,0.0,0.0016977667477187503,0.2233010389089296,0.11085045726677502
42,0.20898022840894198,0.3328634512481723,4.8401213900868925,0.18972683368442755,0.0,0.0,0.06973079360351479,0.15624115547272466,0.29527373626352105,1.5370573624593104e-08,0.0,0.04451102478650025,0.31747984687105046,0.0
43,0.18557312736615061,0.28271512532927245,5.025526154564019,0.20409897292931348,0.004038405386892136,0.0,0.07328213702518693,0.16702496730980065,0.27138723190891806,0.003309301157361246,0.0,0.011482198797936178,0.3228882223359071,0.0
44,0.23103909271923215,0.35939995419500775,4.577980518770156,0.16805441319905423,0.005684668976585374,0.0,0.05942206537354619,0.14967191155499823,0.24530139474079876,0.0,0.0,0.030394908347606053,0.3233168233355081,0.0
45,0.20796335249873144,0.3007320567120999,5.063173794748962,0.07757839069770306,0.05218348131419978,0.004480784440182247,0.04231265480039428,0.08336993967301815,0.14327193239875913,0.11898036237434637,0.0009751803334864563,0.1455953862258529,0.31492446117677003,0.046413952700358745
46,0.20888430120246204,0.3223032999924992,4.764292946762761,0.19261825306740618,0.013508921632271501,0.0,0.06828024716041688,0.165702438233917,0.272757415496506,0.00016055237719218184,8.253241073585383e-05,0.03492536574998943,0.32109868638508976,0.0
47,0.174038428206052,0.3062967609730059,5.042700958164665,0.06597446604968717,0.0027498537819553278,0.0,0.020219789920999987,0.03640902485158491,0.13991123982326473,0.0,0.0,0.04132362118470161,0.396957872648126,0.002169322085754196
48,0.1561965002710995,0.24413512989097225,5.258647896186466,0.21848585943172036,0.0,0.0,0.107274523498892,0.168900024089508,0.28541112789943346,0.0,0.0,0.0,0.32939813900776643,0.0
49,0.1699914604786157,0.30607798121715624,5.010280640824613,0.0455719558636331,0.001509202932670646,0.00772365235596997,0.021602401228881088,0.04005937276543856,0.12475815632119625,0.0019472576816221122,0.009552946563674551,0.007232006179581059,0.40620640293160043,0.020383813751711975
50,0.1565519589622918,0.24182575068352846,5.199326953451839,0.21873446697629903,0.0038783377288452285,0.0,0.08581279362045632,0.17323626296004455,0.2962436850910212,0.0,0.0,0.014427169958460682,0.3292463349398019,0.0
51,0.23728827076082487,0.3607156935684768,3.988554398507862,0.297145453648043,0.03838359837410644,0.020189607014965905,0.0852763269768047,0.27289405186479837,0.36842039800102444,0.0583692292090147,0.028500074644873738,0.04424189052832227,0.06009576225224965,0.03940040426015727
52,0.23554834244240316,0.35735399663445844,3.776347287069891,0.26556209727850516,0.04894285980762137,0.021035387891918403,0.07136354650578837,0.22734992574796722,0.35548235287915747,0.03621358435974703,0.008894553956266996,0.06869259336154517,0.08628192207142522,0.03582357857256735
53,0.23554834244240316,0.35735399663445844,3.776347287069891,0.26556209727850516,0.04894285980762137,0.021035387891918403,0.07136354650578837,0.22734992574796722,0.35548235287915747,0.03621358435974703,0.008894553956266996,0.06869259336154517,0.08628192207142522,0.03582357857256735
54,0.23383442815817002,0.35563966991884854,3.8059816473512655,0.2818877727163684,0.044821522120257855,0.03203300879725984,0.08067604270996234,0.2589077507668777,0.3483004566752531,0.028171285054270315,0.0013841612076469435,0.07859432216640658,0.07542324821243154,0.002563334941730567
55,0.20921461325771765,0.28362013916194057,3.800349797182125,0.2558053017113386,0.012569545271134238,0.020486189276974397,0.05561979447756728,0.19298758702337387,0.3870203446760386,0.03802506129937824,0.02154790645995556,0.06329209761044959,0.11438970837910166,0.07260188602513055
56,0.23383442815817002,0.35563966991884854,3.8059816473512655,0.2818877727163684,0.044821522120257855,0.03203300879725984,0.08067604270996234,0.2589077507668777,0.3483004566752531,0.028171285054270315,0.0013841612076469435,0.07859432216640658,0.07542324821243154,0.002563334941730567
57,0.22730375139342232,0.35175876522361677,4.016220330467605,0.305182110875845,0.02736494913444779,0.0,0.06897562837340528,0.22844176033353197,0.3144512185856929,5.000988714942319e-07,0.0,0.07245776563498017,0.1150239167538396,0.0
58,0.22730375139342232,0.35175876522361677,4.016220330467605,0.305182110875845,0.02736494913444779,0.0,0.06897562837340528,0.22844176033353197,0.3144512185856929,5.000988714942319e-07,0.0,0.07245776563498017,0.1150239167538396,0.0
59,0.18916050729649267,0.24244611735011143,3.753447941235717,0.2053305297799396,0.002846125451265371,0.04538597894323841,0.07278430712296735,0.17381275580966016,0.37455083847683107,0.011082712652823859,0.0,0.05097705040424628,0.14221968166529975,0.06343241840693993
60,0.10158114952245981,0.3524821316074966,4.354906687925573,0.03363051309258365,0.021788696885285674,0.0,0.01020617291569711,0.02342361917885044,0.00795739263712,0.03657458208269117,0.0,0.03307324013019283,0.22407640957796138,0.00033994309753456364
61,0.15512396924161265,0.218815179303886,4.509072044514878,0.30592912532030947,0.15343328393368463,0.013029399702849507,0.05573058397013798,0.26507140818611824,0.317379855861041,0.028210979793548925,5.06773044007046e-06,0.15520295351417815,0.042623103681463055,2.5342936518505685e-05
